conv_id,error_type,dataset_has,predicted_has,dataset_type,predicted_type,reasoning,conversatie
conv_simple_0002,FP,False,True,none,halucinatie,"In the second turn, the voicebot claims 'Am actualizat adresa dumneavoastră de domiciliu' (I have updated your home address) immediately after receiving the address, which is an implausible claim for a banking system without further authentication or verification.","USER: Trebuie să schimb adresa de domiciliu. | ASSISTANT: Desigur, vă pot ajuta cu actualizarea adresei de domiciliu. Vă rog să-mi spuneți noua adresă completă. | USER: Strada Principală 45, Apartament 12, București, cod postal 010101. | ASSISTANT: Mulțumesc. Am actualizat adresa dumneavoastră de domiciliu. Modificarea va fi efectivă în termen de 24 de ore."
conv_simple_0004,FP,False,True,none,halucinatie,"In the final turn, the voicebot states that it has updated the user's occupation and company and that the data is immediately valid, which is an implausible claim for a banking system to perform without additional verification.","USER: Salut, am schimbat locul de muncă și trebuie să actualizez datele mele. | ASSISTANT: Bună! Sunt aici pentru a vă ajuta. Care sunt datele pe care doriți să le actualizați? | USER: Trebuie să actualizez ocupația și compania unde lucrez. | ASSISTANT: Înțeleg. Vă rog să-mi spuneți noua ocupație și numele companiei. | USER: Sunt Inginer Software la TechCorp Solutions. | ASSISTANT: Perfect. Am actualizat ocupația dumneavoastră la Inginer Software și compania la TechCorp Solutions. Datele vor fi valide imediat."
conv_simple_0011,FP,False,True,none,halucinatie,"In the final turn, the voicebot states it will send a link to 'your email address' even though the user has not provided an email address during the conversation, which is information not grounded in the dialogue.","USER: Bună, aș dori să deschid un cont bancar. | ASSISTANT: Bună! Sunt bucuros să vă ajut. Pentru a deschide un cont, vă voi ghida prin procesul de înregistrare. Aveți deja o relație cu banca noastră? | USER: Nu, sunt client nou. | ASSISTANT: Excelent. Voi avea nevoie de actul dumneavoastră de identitate și de o dovadă a domiciliului. Puteți veni la una dintre sucursalele noastre sau putem continua online. Ce varianta preferați? | USER: Prefer online, dacă se poate. | ASSISTANT: Perfect. Voi trimite un link de completare a formularului pe email-ul dumneavoastră. Veți primi instrucțiuni detaliate pentru încărcarea documentelor. Procesul durează aproximativ 2-3 zile lucrătoare."
conv_simple_0012,FP,False,True,none,halucinatie,"The voicebot makes an ungrounded claim that the business account opening will be finalized on the same day, which is often an exaggerated or implausible guarantee for a complex banking process when stated definitively by a voicebot without specific contextual information.","USER: Vreau să deschid un cont curent pentru afacerea mea. | ASSISTANT: Bună! Vă pot ajuta cu deschiderea unui cont curent pentru afacere. Aveți deja înregistrată firma la registrul de comerț? | USER: Da, sunt înregistrat. | ASSISTANT: Foarte bine. Voi avea nevoie de certificatul de înregistrare, dovada fiscală și documentele de identitate ale administratorului. Pot fi aduse la sucursală sau trimise online. Ce preferați? | USER: Voi veni la sucursală cu documentele. | ASSISTANT: Excelent! Puteți veni la orice sucursală a noastră în orele de program. Deschiderea contului se va finaliza în același zi."
conv_simple_0026,FP,False,True,none,contradictoriu,"In turn 1, the assistant states the statement will be sent 'în cel mult 48 de ore' (within maximum 48 hours), but in turn 2, it states 'Extrasul va fi disponibil în scurt timp' (The statement will be available shortly), which generally implies a much shorter timeframe and contradicts the previous specific deadline.","USER: Aș vrea un extras de cont pentru ultimele 6 luni. | ASSISTANT: Bună. Voi procesa cererea pentru extrasul de cont din ultimele 6 luni. Acesta va fi trimis la adresa de e-mail înregistrată în sistem în cel mult 48 de ore. Este în regulă? | USER: Da, este perfect. Mulțumesc. | ASSISTANT: Cu plăcere. Extrasul va fi disponibil în scurt timp. Dacă aveți alte întrebări, nu ezitați să ne contactați."
conv_simple_0029,FP,False,True,none,nealiniat_context,"The voicebot ignored the user-provided, relevant detail 'la o benzinărie' (at a gas station) when confirming the registration of the unauthorized payment report, acting as if this information does not exist.","USER: Am găsit o plată neautorizată pe contul meu și trebuie s-o raportez urgent. | ASSISTANT: Bună! Sunt aici să vă ajut. Puteți preciza data plății și suma pentru a putea înregistra raportul? | USER: Da, 500 de lei, astazi dimineață, la o benzinărie. | ASSISTANT: Mulțumesc. Am înregistrat raportul pentru tranzacția de astazi de 500 lei. Vă vom contacta în maxim 24 de ore cu informații suplimentare și pașii următori."
conv_simple_0031,FP,False,True,none,nealiniat_context,"In turn 2, the voicebot ignores the date (March 14) and location (electronics store in another city) provided by the user, explicitly confirming only the amount when stating the report has been registered.","USER: Salut, cred că cineva a folosit cardul meu fără permisiunea mea. | ASSISTANT: Bună! Sunt aici să vă ajut. Vă rog să-mi spuneți care este suma și data acestei tranzacții neautorizate. | USER: 2000 de lei, pe 14 martie, la un magazin de electronice din alt oraș. | ASSISTANT: Am înregistrat raportul pentru suma de 2000 lei. Echipa de securitate va investiga imediat și vă vom contacta în 24 de ore cu măsuri de protecție."
conv_simple_0047,FP,False,True,none,contradictoriu,"In turn 2, the voicebot states the card was 'blocked successfully' but immediately asks if the block is temporary or permanent, creating a contradiction regarding the completeness and finality of the action.","USER: Bună, doresc să blochez un card de debit. | ASSISTANT: Bună! Vă voi ajuta cu blocarea cardului de debit. Vă rog să-mi furnizaţi ultimele patru cifre ale cardului. | USER: 2134. | ASSISTANT: Cardul de debit cu terminația 2134 a fost blocat cu succes. Orice tentativă de utilizare a acestui card va fi refuzată. Este vorba despre o blocare temporară sau permanentă? | USER: Permanentă, voi comanda un nou card. | ASSISTANT: Am înțeles. Cardul rămâne blocat permanent. Puteți comanda un nou card prin aplicația mobilă sau contactând serviciul de asistență. Mulțumesc!"
conv_simple_0055,FP,False,True,none,irelevant,"In the last turn, after the user expressed satisfaction and gratitude for the information, the voicebot introduced an unsolicited sales question ('Doriți să deschideți un card de credit?'), which changed the subject from the user's apparent intent of concluding the information exchange.","USER: Vreau să știu ce beneficii are cardul de credit pe care îl oferiți. | ASSISTANT: Sigur! Cardul de credit oferă plafon flexibil, perioada de grație de 55 de zile, cumul de puncte de recompensă și asigurare de călătorie. Doriți mai multe informații despre vreun beneficiu anume? | USER: Cum funcționează programul de puncte de recompensă? | ASSISTANT: Pentru fiecare leu cheltuit cu cardul, acumulați 1 punct de recompensă. Punctele pot fi convertite în reduceri la partenii noștri sau în bani înapoi în cont. Puteți verifica soldul de puncte oricând prin aplicația mobilă. | USER: Perfect, mulțumesc pentru informații! | ASSISTANT: Cu plăcere! Dacă mai aveți întrebări, sunt la dispoziție. Doriți să deschideți un card de credit?"
conv_simple_0061,FP,False,True,none,contradictoriu,"The voicebot states 'Pot programa o întâlnire' (I can schedule an appointment) in turn 2, but then in turn 3, it says 'Vă voi conecta cu departamentul de programări. Consultantul va lua legătura cu dumneavoastră în cel mai scurt timp pentru a confirma data și ora,' indicating it does not directly schedule the meeting but rather connects the user to a human to confirm, which contradicts its initial stated capability.","USER: Cum e situația politică în țară? | ASSISTANT: Regret, dar nu pot discuta despre subiecte politice. Sunt asistent bancar și mă concentrez exclusiv pe serviciile financiare. Vă pot ajuta cu blocarea unui card, deschiderea unui cont, sau alte operațiuni bancare. Ce doriti? | USER: Vreau să deschid un cont nou. | ASSISTANT: Perfect! Vă pot ajuta cu deschiderea unui cont nou. Pentru a continua, vă recomand să contactați direct sucursala noastră sau să utilizați aplicația mobilă. Pot programa o întâlnire cu un consultant care vă va ghida prin tot procesul. Doriti aceasta? | USER: Da, vreau să program o întâlnire. | ASSISTANT: Excelent! Vă voi conecta cu departamentul de programări. Consultantul va lua legătura cu dumneavoastră în cel mai scurt timp pentru a confirma data și ora."
